X,Y
3.3364802623666736,-0.17433049190709501
4.676246837296501,-1.0735641043784245
7.198687671562089,0.49705826381018803
11.412875683922442,-0.9113628259488106
2.534409891636298,0.8184563052148737
11.289497737421458,-0.5586227203640426
11.871139535514146,-0.9837407211267193
8.303829961540117,0.838110331016088
7.905680234331558,1.2885200566965698
0.7764291735744501,0.4221808051031238
2.588352845319698,-0.10667867527040065
2.218677586747051,0.563388603802579
8.63338371163375,0.46952405290010235
4.826789677427201,-0.9815912258620326
9.674112597986397,-0.34769342464741465
6.254273130528521,0.028965883257081996
9.017860134574303,0.2901876113502284
12.464659602281547,-0.008006135152165472
4.775662911266458,-1.0895003163594965
9.76966478346703,-0.04056480507072202
11.74585234925709,-0.9158311842765997
2.665861545502459,0.5306551553535896
8.18917406429035,0.7231346349212273
1.5777718683713453,1.0519772907262164
3.3579939590470658,-0.22664880385463793
4.8520527863313765,-1.4113930153514311
0.16826788912442206,0.131418314881258
4.805228787009572,-0.7006400633514067
10.92885748723889,-0.8274252788786188
4.276951630602696,-0.8708737441054504
6.057997396822094,-0.5213686430290612
7.5343663699958325,1.2416635361099386
6.202022977871364,-0.061272824326922826
2.3400793942482,0.6054661288852324
10.397079758047678,-0.4156776786785404
8.400200775497057,0.6620965500266727
9.980712446586468,-0.45189704972539224
1.3564596083645322,1.297552044002804
9.094419965609998,0.47493738499503146
5.168226907109743,-0.9746480417944343
10.31631538634456,-0.88264302877497
8.131198205340258,1.0506048131804195
9.83862325705282,-0.2737626949594619
6.94965925528326,0.6228701866060233
6.65665256644714,0.6944581155338267
9.919342954163634,-0.4911068140956368
0.2931885354050451,0.11393214126960052
5.997049865564208,-0.1479153767199739
9.202525846116705,-0.3300186798526906
8.7051214750224,0.7571198130383241
6.001945184445317,-0.1533070243463846
10.822277462473057,-1.0412403259810319
5.505290614457524,-0.9810669616147578
3.0762133085633607,-0.03341587273413686
0.8881791010931992,1.1633819497906477
1.2499286323160603,0.7630834931624867
3.97438748729452,-1.322742681583297
6.5173503645912865,0.4350922713569445
